Year,School Name,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple/Other (M/O) Count,M/O Average Years in Title,M/O Average Years at School
2020,Cobble Hill School of American Studies,76K519,4,38,12,14,10,5.9,24,6.8,4.1,*,*,*,*,,,8,10.5,5,*,*,*,*,,,20,6.9,4.2,*,*,*
2021,Cobble Hill School of American Studies,76K519,4,32,9,14,11.4,6.7,18,9.8,5.5,*,,,*,,,7,12.6,6.3,*,,,*,,,17,9.2,5.3,*,*,*
2022,Cobble Hill School of American Studies,76K519,3,27,10,14,14,5.2,13,11.1,5.8,*,,,*,,,8,16.3,5.8,*,,,*,,,12,12.1,6.4,*,*,*
2023,Cobble Hill School of American Studies,76K519,2,26,9,12,14,6.6,14,11.5,6.8,*,,,*,,,8,14.3,6.6,*,,,*,,,12,12,7.6,*,*,*
2020,Collegiate Institute for Math and Science,72X288,4,34,6,13,9,3.7,21,11,3.4,*,*,*,*,,,14,9.6,1.8,*,*,*,7,15.5,4.3,9,9.3,6,*,*,*
2021,Collegiate Institute for Math and Science,72X288,4,32,6,11,10.5,3.7,21,12.1,3.7,*,,,*,,,12,11.8,2.8,*,,,8,16.4,3.1,9,8.4,5.3,*,*,*
2022,Collegiate Institute for Math and Science,72X288,4,35,8,12,11,4.7,23,13.5,4.2,*,,,*,,,14,13.5,3.6,*,,,9,15.5,3.7,9,10.1,6,*,*,*
2023,Collegiate Institute for Math and Science,72X288,4,32,10,10,12.4,4.8,22,13.3,4.8,*,,,*,,,15,12.7,3.8,*,,,8,15.3,3.9,7,12.8,7.9,*,*,*
2020,Community Health Academy of the Heights,06M346,3,52,11,17,10.9,6.7,35,7.1,5.9,*,*,*,*,,,7,9.4,7.2,*,*,*,15,8,6,25,8.5,6.4,*,*,*
2021,Community Health Academy of the Heights,06M346,3,51,11,17,11.9,7.8,34,7.4,6.2,*,,,*,,,6,11.5,8.9,*,,,16,7.4,5.5,24,9.5,7.3,*,*,*
2022,Community Health Academy of the Heights,06M346,3,50,11,17,12.6,8.5,33,8.4,7.2,*,,,*,,,5,13.9,10.7,*,,,19,7.7,6.2,23,10.6,8.3,*,*,*
2023,Community Health Academy of the Heights,06M346,4,50,10,16,12.9,8.7,34,9.4,8,*,,,*,,,5,13.2,10,*,,,20,8.5,7.2,21,11.7,8.9,*,*,*
2020,Community School for Social Justice,72X427,3,25,8,12,7.7,6,13,11.1,6.1,*,*,*,*,,,*,,,*,*,*,6,5.9,5.4,15,10,5.8,*,*,*
2021,Community School for Social Justice,72X427,3,24,8,12,8.7,7,12,12.8,7.3,*,,,*,,,*,,,*,,,6,6.9,6.4,13,10.7,7.1,*,*,*
2022,Community School for Social Justice,72X427,3,25,10,11,9.8,7.9,14,12,6.6,*,,,*,,,*,,,*,,,6,7.9,7.4,14,12.1,6.9,*,*,*
2023,Community School for Social Justice,72X427,3,19,8,8,12.3,10,11,12.6,7.6,*,,,*,,,*,,,*,,,5,9.9,9.3,11,13.7,9,*,*,*
2020,Comprehensive Model School Project M.S. 327,09X327,4,54,13,17,6.7,5.1,37,8,4.6,*,*,*,*,,,14,8.3,5.1,*,*,*,19,9.5,5.3,15,6.5,4.5,*,*,*
2021,Comprehensive Model School Project M.S. 327,09X327,4,52,13,16,7.2,6.1,36,9.5,5.7,*,,,*,,,13,8.4,6,*,,,20,10.7,6.2,13,8.3,6,*,*,*
2022,Comprehensive Model School Project M.S. 327,09X327,4,57,18,18,8.1,6,39,8.8,5.1,*,,,*,,,13,7.8,5.5,*,,,22,10,6.1,15,8.7,5.5,*,*,*
2023,Comprehensive Model School Project M.S. 327,09X327,4,57,21,15,9.3,6.8,42,8.4,5.1,*,,,5,6.2,6.2,13,7.9,5.5,*,,,20,9.7,5.9,16,8.9,5.7,*,*,*
2020,Concord High School,76R470,1,14,2,5,19.7,12.1,9,18,7.9,*,*,*,*,,,*,,,*,*,*,*,,,7,17.5,8.8,*,*,*
2021,Concord High School,76R470,2,16,2,6,23.6,8.3,10,17.9,8,*,,,*,,,*,,,*,,,*,,,10,19.2,7,*,*,*
2022,Concord High School,76R470,2,19,4,9,18.4,6.6,10,17.7,7.1,*,,,*,,,*,,,*,,,*,,,13,16.7,4.7,*,*,*
2023,Concord High School,76R470,2,17,6,6,21.8,8.3,11,18.2,7.2,*,,,*,,,*,,,*,,,*,,,10,18.6,5.3,*,*,*
2020,Crotona International High School,72X524,3,26,5,9,7.8,3.3,17,5.4,2.7,*,*,*,6,9.3,4.3,*,,,*,*,*,7,6.5,2.8,10,5.5,2.6,*,*,*
2021,Crotona International High School,72X524,3,23,4,8,9.7,4.6,15,6.9,3.7,*,,,7,10.9,4.6,*,,,*,,,6,8.4,4,9,5.6,3.7,*,*,*
2022,Crotona International High School,72X524,2,21,6,7,11.3,5.5,14,6.6,3.6,*,,,6,11.4,4.8,*,,,*,,,6,8.9,4.5,7,6.6,4.4,*,*,*
2023,Crotona International High School,72X524,3,24,5,12,5.6,3,12,7.1,3.8,*,,,5,12.7,5.3,*,,,*,,,9,6,3.2,7,3.7,2.8,*,*,*
2020,CSI High School for International Studies,76R047,2,28,13,8,10.7,7.5,20,12.7,8.8,*,*,*,*,,,*,,,*,*,*,*,,,22,11.7,8.1,*,*,*
2021,CSI High School for International Studies,76R047,2,28,13,8,11.7,8.5,20,13.7,9.8,*,,,*,,,*,,,*,,,*,,,22,12.7,9.1,*,*,*
2022,CSI High School for International Studies,76R047,2,28,12,8,12.6,9.5,20,14.3,10.5,*,,,*,,,*,,,*,,,*,,,22,13.4,9.8,*,*,*
2023,CSI High School for International Studies,76R047,3,26,14,8,13.6,10.5,18,15.6,11.7,*,,,*,,,*,,,*,,,*,,,21,14.5,10.8,*,*,*
2020,Cultural Academy for the Arts and Sciences,73K629,3,18,10,8,9.6,6.7,10,6.5,3.2,*,*,*,*,,,9,8,3.6,*,*,*,*,,,6,9.9,7.4,*,*,*
2021,Cultural Academy for the Arts and Sciences,73K629,3,22,8,11,13.9,5.9,11,8.4,3.9,*,,,*,,,11,10.6,3.9,*,,,*,,,7,12.9,7.3,*,*,*
2022,Cultural Academy for the Arts and Sciences,73K629,3,19,6,7,17.2,7.8,12,8.3,2.9,*,,,*,,,9,10.9,3.4,*,,,*,,,6,16.9,7,*,*,*
2023,Cultural Academy for the Arts and Sciences,73K629,3,22,8,8,17.3,6.8,14,8,3.1,*,,,*,,,10,9.7,3.4,*,,,*,,,8,16.1,5.2,*,*,*
2020,Curtis High School,76R450,13,147,34,49,16.2,13.3,98,11.6,9.6,*,*,*,*,,,17,14.1,9.3,*,*,*,15,12.4,9.8,109,13.4,11.6,*,*,*
2021,Curtis High School,76R450,13,137,33,47,17.3,14.4,90,12.3,10.4,*,,,*,,,15,16.2,11,*,,,16,13,10.3,101,14.2,12.3,*,*,*
2022,Curtis High School,76R450,12,148,34,51,16.1,13.5,97,12.3,10.4,*,,,*,,,16,15.5,10.9,*,,,22,10.8,8.8,103,14.1,12.3,*,*,*
2023,Curtis High School,76R450,13,141,33,46,16.2,13.7,95,12.6,10.8,*,,,*,,,14,16.3,11.1,*,,,24,10.5,8.8,97,14.5,12.8,*,*,*
2020,Cyberarts Studio Academy,76K463,2,17,5,7,12.6,2.9,10,14.7,5.6,*,*,*,*,,,11,14.7,3.7,*,*,*,*,,,5,12,4.7,*,*,*
2021,Cyberarts Studio Academy,76K463,2,18,5,6,11.5,3.1,12,13.5,5.6,*,,,*,,,12,14.5,4.3,*,,,*,,,5,10.4,6.8,*,*,*
2022,Cyberarts Studio Academy,76K463,2,18,6,8,11.3,2.8,10,16.5,7.1,*,,,*,,,11,18.1,5.4,*,,,*,,,6,9.3,5.6,*,*,*
2023,Cyberarts Studio Academy,76K463,2,24,6,12,8.6,2.8,12,13.7,6.3,*,,,*,,,13,14.9,5.1,*,,,*,,,8,8,5.1,*,*,*
2020,Cypress Hills Collegiate Preparatory School,73K659,3,23,6,8,8.8,6.1,15,5.4,3.1,*,*,*,*,,,*,,,*,*,*,7,4.8,2.6,10,9.2,6,*,*,*
2021,Cypress Hills Collegiate Preparatory School,73K659,3,26,5,9,8.7,6.3,17,6.9,4.2,*,,,*,,,*,,,*,,,8,5.1,3.1,10,10.2,7,*,*,*
2022,Cypress Hills Collegiate Preparatory School,73K659,3,27,6,8,8.6,6.3,19,6.7,4.5,*,,,*,,,5,2.6,2.1,*,,,7,6,4.4,10,9.3,6.4,*,*,*
2023,Cypress Hills Collegiate Preparatory School,73K659,3,29,9,11,7.7,4.9,18,7.8,4.8,*,,,*,,,6,6.5,2.1,*,,,7,5.1,3.7,11,9.4,6.4,*,*,*
2020,DeWitt Clinton High School,72X440,8,83,15,35,7.6,5.1,48,5.2,3.9,*,*,*,*,,,17,7.5,5.4,*,*,*,24,4.8,3.1,36,7.3,5.3,*,*,*
2021,DeWitt Clinton High School,72X440,8,79,17,33,9,6.4,45,6.5,5,*,,,*,,,16,8.9,6.6,*,,,23,6,4.2,34,8.8,6.5,*,*,*
2022,DeWitt Clinton High School,72X440,7,78,21,34,7.5,5.5,44,6.3,5.2,*,,,*,,,12,7,5.5,*,,,21,6.3,5,37,7.9,6.1,*,*,*
2023,DeWitt Clinton High School,72X440,7,74,19,31,7.9,5.6,43,6.1,4.5,*,,,*,,,13,7.6,4.8,*,,,23,4.9,3.3,33,8.9,6.9,*,*,*
2020,Digital Arts and Cinema Technology High School,76K429,2,22,4,5,10.6,8,17,5,4.7,*,*,*,*,,,*,,,*,*,*,*,,,10,6.5,5.1,*,*,*
2021,Digital Arts and Cinema Technology High School,76K429,2,26,6,7,9.4,6.6,19,6.3,4.9,*,,,*,,,*,,,*,,,*,,,13,6.7,4.6,*,*,*
2022,Digital Arts and Cinema Technology High School,76K429,2,28,6,8,9.1,6.6,20,6.3,5.1,*,,,*,,,*,,,*,,,5,13.2,9.9,15,6.4,4.6,*,*,*
2023,Digital Arts and Cinema Technology High School,76K429,2,27,7,10,8.1,5.7,17,7.5,6,*,,,*,,,*,,,*,,,*,,,18,5.9,4.1,*,*,*
2020,DreamYard Preparatory School,72X329,2,22,5,6,12.4,7.1,16,5.3,3.7,*,*,*,*,,,*,,,*,*,*,6,6.1,4.3,11,9.4,5.7,*,*,*
2021,DreamYard Preparatory School,72X329,2,24,5,8,10.3,6.1,16,6,4.4,*,,,*,,,*,,,*,,,7,6.1,4.6,11,10.2,6.3,*,*,*
2022,DreamYard Preparatory School,72X329,3,25,7,6,8.5,5.1,19,5.6,3.5,*,,,*,,,8,4.2,1.2,*,,,8,5,3.7,7,9.6,6.4,*,*,*
2023,DreamYard Preparatory School,72X329,2,26,8,7,8.2,5,19,6.1,4.1,*,,,*,,,7,4.5,1.6,*,,,9,5.7,4.1,7,10.1,7.1,*,*,*
2020,Eagle Academy for Young Men,72X231,4,37,15,18,7.5,4.4,19,7.3,3.6,*,*,*,*,,,14,6.4,3,*,*,*,9,9.4,5.5,10,7.7,5,*,*,*
2021,Eagle Academy for Young Men,72X231,4,38,16,18,8.4,5.4,20,8.3,4.3,*,,,*,,,14,7.4,4,*,,,9,11.1,6.3,11,8,5.6,*,*,*
2022,Eagle Academy for Young Men,72X231,4,37,14,17,9.8,5.9,20,9.1,5.2,*,,,*,,,14,7.3,4.4,*,,,13,12.1,5.9,8,8.3,7.3,*,*,*
2023,Eagle Academy for Young Men,72X231,4,37,15,17,10.6,6.1,20,9.1,5.7,*,,,*,,,16,7.5,4.2,*,,,11,13.4,7.1,8,8.5,7.6,*,*,*
2020,Eagle Academy for Young Men of Harlem,71M148,3,36,8,22,6.3,1.7,14,7.2,2,*,*,*,*,,,20,8.5,1.3,*,*,*,6,5.7,3.4,9,3.8,1.8,*,*,*
2021,Eagle Academy for Young Men of Harlem,71M148,2,36,8,21,7,2.6,15,7.6,2.7,*,,,*,,,20,8.8,2.2,*,,,6,6.7,4.4,8,5.1,3,*,*,*
2022,Eagle Academy for Young Men of Harlem,71M148,3,34,5,20,8.7,3.2,14,6.8,2.6,*,,,*,,,18,8.8,2.4,*,,,*,,,9,7.6,3.3,*,*,*
2023,Eagle Academy for Young Men of Harlem,71M148,3,26,9,15,7,2.9,11,9.1,3.5,*,,,*,,,17,7.9,2.5,*,,,*,,,5,8.3,5.1,*,*,*
2020,East Bronx Academy for the Future,72X271,3,63,17,24,9.5,5.2,39,6.7,4.7,*,*,*,*,,,16,7.6,3.9,*,*,*,19,6.2,4,24,9.5,6.2,*,*,*
2021,East Bronx Academy for the Future,72X271,3,63,17,25,11.1,6,38,7.6,5.6,*,,,*,,,16,9.8,4.7,*,,,19,7.2,5,23,10.8,7.3,*,*,*
2022,East Bronx Academy for the Future,72X271,3,63,14,23,11.3,7,40,8,6.5,*,,,*,,,17,10.2,5.6,*,,,21,7.7,6.2,21,10.8,8.4,*,*,*
2023,East Bronx Academy for the Future,72X271,3,56,16,22,12.8,8.4,34,9.3,8.2,*,,,*,,,13,12.2,7.6,*,,,19,9,7.7,21,11.9,9.5,*,*,*
2020,East New York Family Academy,73K409,2,39,11,12,13.7,8.1,27,12,7.7,*,*,*,5,10.5,7.7,24,13.9,8.3,*,*,*,*,,,7,13.2,8.3,*,*,*
2021,East New York Family Academy,73K409,2,41,11,10,14.6,9.7,31,11.4,7.5,*,,,7,9.2,7.2,28,13,8,*,,,*,,,*,,,*,*,*
2022,East New York Family Academy,73K409,3,52,16,15,11.8,7.3,37,11.3,7,*,,,8,8.9,7.1,33,13.2,7.5,*,,,*,,,6,12.7,8.5,*,*,*
2023,East New York Family Academy,73K409,3,53,16,15,11.7,7.9,38,11.8,7.6,*,,,7,11,9,36,12.5,7.6,*,,,*,,,6,13.5,9.4,*,*,*
2020,East Side Community School,71M450,3,52,14,12,11.2,7.9,40,9.9,8.5,*,*,*,*,,,8,9.9,8,*,*,*,12,12.6,11.2,28,10.1,7.9,*,*,*
2021,East Side Community School,71M450,3,53,16,10,13.4,10.4,43,10,8.5,*,,,*,,,11,8.4,6.6,*,,,14,11.8,10.6,23,11.4,9.3,*,*,*
2022,East Side Community School,71M450,4,59,15,14,13.1,8.2,45,11,8.3,*,,,*,,,11,11,6,*,,,15,12.3,10.4,28,11.8,8.3,*,*,*
2023,East Side Community School,71M450,4,64,16,15,11.1,7.6,49,10.7,7.6,*,,,*,,,11,8.9,4.1,*,,,21,10.4,7.7,26,12.7,9.4,*,*,*
2020,East Williamsburg Scholars Academy,76K477,3,23,4,8,18.3,11.6,15,15,7.4,*,*,*,6,13.5,9.9,9,20.8,10.5,*,*,*,*,,,5,16,4.4,*,*,*
2021,East Williamsburg Scholars Academy,76K477,3,23,4,10,17.6,10.2,13,16.1,9.1,*,,,5,16,11.7,9,19.1,11.4,*,,,*,,,6,17.8,4.7,*,*,*
2022,East Williamsburg Scholars Academy,76K477,3,30,5,13,12.8,5.6,17,14.9,8.1,*,,,6,15.3,11.7,10,14.2,7.2,*,,,5,6.7,6.9,8,16.5,4.2,*,*,*
2023,East Williamsburg Scholars Academy,76K477,4,37,6,21,10.8,4.2,16,14.4,9.3,*,,,6,16.4,12.8,12,12.7,7,*,,,6,7.5,6.6,12,13.5,3.1,*,*,*
2020,East-West School of International Studies,77Q281,4,61,11,17,6.4,4.3,44,7.4,4.9,*,*,*,18,6.7,5.1,*,,,*,*,*,*,,,35,7.7,5,*,*,*
2021,East-West School of International Studies,77Q281,4,60,10,17,7.4,5.3,43,8.3,5.7,*,,,19,8,6.2,*,,,*,,,*,,,34,8.4,5.7,*,*,*
2022,East-West School of International Studies,77Q281,4,62,11,20,7.5,5.3,42,9.1,6,*,,,20,8.2,6.5,*,,,*,,,5,5.7,4.9,35,9.3,5.7,*,*,*
2023,East-West School of International Studies,77Q281,4,62,12,18,7.1,5.5,44,8.6,5.7,*,,,17,8.7,7.1,*,,,*,,,5,5.6,4.8,37,8.4,5.4,*,*,*
2020,EBC High School for Public Service - Bushwick,73K545,3,36,14,20,10,9.1,16,8.7,7.2,*,*,*,*,,,12,10,8.8,*,*,*,15,8.9,7.2,7,12.1,11.9,*,*,*
2021,EBC High School for Public Service - Bushwick,73K545,3,37,10,20,10.7,9.9,17,9.2,8.1,*,,,*,,,12,11.2,10,*,,,15,9.6,8.3,7,12.8,12.7,*,*,*
2022,EBC High School for Public Service - Bushwick,73K545,3,37,13,19,10.2,9.4,18,8.3,7.3,*,,,*,,,9,10.6,9.7,*,,,16,9.9,8.7,8,9.9,9.8,*,*,*
2023,EBC High School for Public Service - Bushwick,73K545,4,34,13,20,7.8,7.6,14,7.6,7.4,*,,,*,,,5,8.8,8,*,,,16,7.6,7.5,10,8.8,8.7,*,*,*
2020,Edward A. Reynolds West Side High School,71M505,4,37,11,19,12.8,9.2,18,13.5,8.3,*,*,*,*,,,6,13.8,8.1,*,*,*,7,6.9,4.9,18,16.5,11.2,*,*,*
2021,Edward A. Reynolds West Side High School,71M505,3,33,12,17,13.4,10.4,16,15.6,9.9,*,,,*,,,6,14.8,9.1,*,,,6,8.2,5.9,16,17.8,12.7,*,*,*
2022,Edward A. Reynolds West Side High School,71M505,3,29,8,16,13.8,11.4,13,15.9,10.1,*,,,*,,,6,16.2,8.4,*,,,6,9.2,6.9,13,16.7,13.6,*,*,*
2023,Edward A. Reynolds West Side High School,71M505,1,24,4,13,17.2,14.2,11,16.5,10.4,*,,,*,,,*,,,*,,,5,11.7,8.9,11,19.5,15.8,*,*,*
2020,Edward R. Murrow High School,73K525,14,209,76,83,13.6,10,126,14.3,10.3,*,*,*,15,11.5,7.4,26,17.6,12.2,*,*,*,20,13,8.8,138,14.2,10.6,7,8.2,5
2021,Edward R. Murrow High School,73K525,14,204,60,81,14.5,10.5,123,15,11.3,*,,,14,11.1,7.9,29,18.2,11.9,*,,,20,14,10.1,132,14.8,11.5,7,11,7.7
2022,Edward R. Murrow High School,73K525,14,219,56,90,13.8,10.3,129,13.9,10.2,*,,,16,10.8,7.7,30,16.2,10.9,*,,,22,11.4,8.7,138,14.4,11,8,15.1,9.8
2023,Edward R. Murrow High School,73K525,14,223,63,90,13.9,10.5,133,13.5,9.5,*,,,18,11.1,7.8,35,15.2,9.7,*,,,26,10.8,8.2,130,14.5,11,13,10.5,6.6
2020,Eleanor Roosevelt High School,71M416,3,31,4,14,11.9,7.9,17,10.2,7.3,*,*,*,5,9.5,3.9,*,,,*,*,*,*,,,23,11.4,8,*,*,*
2021,Eleanor Roosevelt High School,71M416,3,33,4,15,12.4,8.7,18,11.5,7.8,*,,,5,10.5,4.9,*,,,*,,,*,,,24,12.1,8.9,*,*,*
2022,Eleanor Roosevelt High School,71M416,3,34,4,16,13.6,9.8,18,11.5,7.9,*,,,5,11.5,5.9,*,,,*,,,*,,,25,12.6,9.3,*,*,*
2023,Eleanor Roosevelt High School,71M416,2,34,5,16,13,9.7,18,10.9,7.3,*,,,6,11.6,5.8,*,,,*,,,*,,,25,11.8,8.5,*,*,*
2020,Emma Lazarus High School,71M394,3,19,4,7,7.4,3.7,12,7.8,2.8,*,*,*,5,8.6,2.6,*,,,*,*,*,*,,,9,5.9,3.5,*,*,*
2021,Emma Lazarus High School,71M394,3,19,5,7,8.4,4.7,12,8.8,3.8,*,,,5,9.6,3.6,*,,,*,,,*,,,9,6.9,4.5,*,*,*
2022,Emma Lazarus High School,71M394,3,16,5,6,10.4,6.1,10,9.4,4.7,*,,,*,,,*,,,*,,,*,,,10,7,4.6,*,*,*
2023,Emma Lazarus High School,71M394,3,18,6,5,12.1,7.5,13,9.2,4.5,*,,,*,,,*,,,*,,,*,,,10,7.3,5.1,*,*,*
2020,Energy Tech High School,72X565,3,31,8,14,10.9,2.8,17,7,2.1,*,*,*,*,,,15,10.8,2.4,*,*,*,8,6.6,2,7,7.8,3,*,*,*
2021,Energy Tech High School,72X565,3,34,15,18,10.3,2.8,16,8.2,3,*,,,*,,,16,11.1,3.1,*,,,8,8.3,2.9,8,8.4,3,*,*,*
2022,Energy Tech High School,72X565,3,34,13,16,10.4,3.3,18,8.2,3.1,*,,,*,,,15,11.2,3.5,*,,,9,7.7,2.7,9,8.3,3.6,*,*,*
2023,Energy Tech High School,72X565,4,33,14,13,11.5,4.4,20,4.9,2.5,*,,,*,,,13,10.7,3.7,*,,,14,4.9,2.2,5,7.9,5.4,*,*,*
2020,English Language Learners and International Support Preparatory Academy (ELLIS),72X397,3,22,9,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,15.5,3.5,15,8.7,3.8,*,*,*
2021,English Language Learners and International Support Preparatory Academy (ELLIS),72X397,3,22,9,5,9,3.9,17,11,4.6,*,,,*,,,*,,,*,,,6,13.9,3.9,14,8.9,4.3,*,*,*
2022,English Language Learners and International Support Preparatory Academy (ELLIS),72X397,3,25,9,6,8.7,4.1,19,12.5,5.5,*,,,*,,,*,,,*,,,8,13.7,4.6,15,10.1,5.6,*,*,*
2023,English Language Learners and International Support Preparatory Academy (ELLIS),72X397,3,22,8,7,10.3,4.4,15,13.2,6.3,*,,,*,,,*,,,*,,,7,13.1,5.7,12,12,6.2,*,*,*
2020,Epic High School - North,77Q334,2,28,4,12,3.7,1.8,16,4.7,1.6,*,*,*,6,4.6,1.3,6,5.5,2,*,*,*,5,4.5,1.4,11,3.3,1.8,*,*,*
2021,Epic High School - North,77Q334,3,30,6,14,5.2,2.4,16,6.4,2.5,*,,,6,5.6,2.3,8,6.8,2.3,*,,,6,7,2,10,4.4,3,*,*,*
2022,Epic High School - North,77Q334,2,32,5,13,5.3,2.7,19,6.4,3,*,,,8,5,2.6,7,7.1,2.4,*,,,5,8.7,2.9,12,4.9,3.3,*,*,*
2023,Epic High School - North,77Q334,1,27,5,12,4.3,2.9,15,7.4,3.8,*,,,8,5.9,3.5,*,,,*,,,5,8.8,3.2,11,5.2,3.7,*,*,*
2020,Epic High School - South,77Q314,2,30,5,9,7.6,2,21,4.5,1.6,*,*,*,6,6.3,1.5,7,7,2.3,*,*,*,7,4.6,2,7,5.2,1.9,*,*,*
2021,Epic High School - South,77Q314,3,26,5,9,8.2,2.8,17,4.1,2,*,,,5,6.8,2.2,*,,,*,,,7,5.3,2.7,8,5,2.2,*,*,*
2022,Epic High School - South,77Q314,3,28,7,13,10.3,2.5,15,4.9,2.3,*,,,*,,,*,,,*,,,7,5.9,3.2,12,9.3,1.8,*,*,*
2023,Epic High School - South,77Q314,3,30,7,18,8.2,1.9,12,5.3,2,*,,,5,5,2.1,7,4.2,1.6,*,,,6,6.3,3.3,11,10.5,1.3,*,*,*
2020,Esperanza Preparatory Academy,04M372,2,54,22,18,6.5,3.2,36,8.2,2.6,*,*,*,*,,,*,,,*,*,*,37,7.6,2.7,13,7.5,2.9,*,*,*
2021,Esperanza Preparatory Academy,04M372,3,49,21,13,7.5,4,36,8.7,3.5,*,,,*,,,*,,,*,,,35,8.6,3.5,9,8,4.2,*,*,*
2022,Esperanza Preparatory Academy,04M372,3,48,24,17,6.5,3.8,31,8.3,4.1,*,,,*,,,*,,,*,,,32,7.5,4.3,9,8.2,4.4,*,*,*
2023,Esperanza Preparatory Academy,04M372,3,55,22,20,5.5,3.8,35,7.8,3.7,*,,,*,,,6,4.7,1.2,*,,,36,7.1,3.9,10,8.5,4.4,*,*,*
2020,Excelsior Preparatory High School,77Q265,2,27,4,8,11.1,8.7,19,12.7,9.1,*,*,*,*,,,14,12.1,8.4,*,*,*,*,,,8,13.8,11.6,*,*,*
2021,Excelsior Preparatory High School,77Q265,2,24,4,5,15.9,11.9,19,12.6,9.3,*,,,*,,,11,13.1,9,*,,,*,,,8,14.8,12.6,*,*,*
2022,Excelsior Preparatory High School,77Q265,2,26,4,7,13.1,10.2,19,12.7,9.5,*,,,*,,,12,12.2,8.4,*,,,*,,,8,14.7,12.7,*,*,*
2023,Excelsior Preparatory High School,77Q265,2,25,4,8,9.4,8.4,17,14.1,10.7,*,,,*,,,11,12.5,8.8,*,,,*,,,8,12.7,12.3,*,*,*
2020,Eximius College Preparatory Academy: A College Board School,72X250,3,29,9,11,10.7,6,18,7.8,4.4,*,*,*,*,,,*,,,*,*,*,6,8.9,4.6,18,8.5,5.6,*,*,*
2021,Eximius College Preparatory Academy: A College Board School,72X250,3,30,7,11,12.3,4.8,19,9.4,5.4,*,,,*,,,5,14.3,4.9,*,,,6,12.2,5.2,16,9.9,6,*,*,*
2022,Eximius College Preparatory Academy: A College Board School,72X250,3,30,10,11,10.3,4.6,19,9.3,5.3,*,,,*,,,6,12.7,4.9,*,,,8,6.4,3.2,13,11.9,7.2,*,*,*
2023,Eximius College Preparatory Academy: A College Board School,72X250,3,28,10,10,12.7,6,18,9.9,5.9,*,,,*,,,6,13.8,6,*,,,7,7.6,4.6,13,12.3,7.4,*,*,*
2020,Explorations Academy High School,72X251,3,27,8,11,8.7,6.8,16,6.6,2.3,*,*,*,*,,,8,7,0.9,*,*,*,11,5.9,4.1,8,10,7.5,*,*,*
2021,Explorations Academy High School,72X251,1,29,10,14,10.5,5.5,15,7.7,3.3,*,,,*,,,9,9.4,1.6,*,,,14,7.1,3.9,6,12.9,9.5,*,*,*
2022,Explorations Academy High School,72X251,2,29,11,12,8.8,7,17,9.1,3.6,*,,,*,,,8,10.5,2.4,*,,,13,6.5,4.8,8,11.5,7.8,*,*,*
2023,Explorations Academy High School,72X251,3,27,10,12,8.3,6.3,15,9.9,4,*,,,*,,,5,14,2.6,*,,,14,6.2,4.4,8,11.5,7.7,*,*,*
2020,Fannie Lou Hamer Freedom High School,72X682,4,35,12,10,9,7.4,25,9,6.2,*,*,*,*,,,*,,,*,*,*,12,8.2,5.4,20,10.6,7.9,*,*,*
2021,Fannie Lou Hamer Freedom High School,72X682,4,35,11,9,10,7.6,26,9.8,6.9,*,,,*,,,*,,,*,,,11,9.6,6.8,20,11.4,8.2,*,*,*
2022,Fannie Lou Hamer Freedom High School,72X682,4,40,10,10,11.6,9.5,30,8.5,5.6,*,,,*,,,*,,,*,,,15,8.4,5.8,20,11.6,8.4,*,*,*
2023,Fannie Lou Hamer Freedom High School,72X682,3,41,11,14,9.9,7.6,27,9.9,5.8,*,,,*,,,5,8.5,2.3,*,,,17,8.5,5.6,18,12.1,8.7,*,*,*
2020,Flushing High School,77Q263,3,30,5,8,8.8,7.5,22,11.3,8.4,*,*,*,8,8.8,6.3,*,,,*,*,*,6,8.1,7.1,14,13.4,10,*,*,*
2021,Flushing High School,77Q263,2,31,5,8,9.8,8.5,23,11.5,8.7,*,,,8,9.8,7.3,*,,,*,,,6,9.1,8.1,15,13,9.9,*,*,*
2022,Flushing High School,77Q263,3,32,5,12,11.5,6.3,20,10.7,8.3,*,,,9,9.6,7.3,*,,,*,,,7,8.7,7.8,13,12.9,8.7,*,*,*
2023,Flushing High School,77Q263,3,31,5,11,11.7,7.9,20,11.7,9.4,*,,,9,10.6,8.3,*,,,*,,,7,9.7,8.8,13,14,9.8,*,*,*
2020,Food and Finance High School,71M288,2,29,6,16,11.5,6.8,13,9.3,6.1,*,*,*,*,,,*,,,*,*,*,*,,,15,9.9,7.1,*,*,*
2021,Food and Finance High School,71M288,2,29,5,16,13.6,8,13,10.3,7.1,*,,,*,,,5,12.7,6.3,*,,,5,10.4,4.5,14,11.2,8.2,*,*,*
