Year,School Name,School Type,Regents Exam,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Asian%,Black%,Hispanic%,White%
2020,High School of Computers and Technology,Career Technical,Common Core Algebra,24,54.4,70.8,29.2,4.2,0.0,0.0,100.0,0.0
2020,High School of Computers and Technology,Career Technical,Common Core English,25,61.38,40.0,60.0,15.98,0.0,60.0,40.0,0.0
2020,High School of Computers and Technology,Career Technical,Living Environment,27,53.7,70.4,29.6,0.0,0.0,0.0,100.0,0.0
2022,High School of Computers and Technology,Career Technical,Common Core English,86,66.44,33.71,66.29,29.07,8.14,39.53,52.33,0.0
2022,High School of Computers and Technology,Career Technical,Living Environment,94,64.25,47.83,52.17,17.0,6.38,31.91,61.7,0.0
2023,High School of Computers and Technology,Career Technical,Living Environment,103,61.45,53.42,46.58,9.7,0.0,45.63,54.37,0.0
2022,High School of Computers and Technology,Career Technical,Common Core Algebra,105,60.96,55.28,44.78,7.64,0.0,39.05,60.95,0.0
2023,High School of Computers and Technology,Career Technical,Common Core English,148,66.82,32.45,67.55,25.65,0.0,44.59,55.41,0.0
2023,High School of Computers and Technology,Career Technical,Common Core Algebra,162,62.47,45.03,54.97,7.42,0.0,44.44,51.85,3.7
2020,High School of Economics and Finance,General Academic,Living Environment,27,54.58,81.47,18.53,3.73,0.0,29.63,70.37,0.0
2020,High School of Economics and Finance,General Academic,Common Core Algebra,38,58.09,60.51,39.49,2.65,0.0,44.74,55.26,0.0
2022,High School of Economics and Finance,General Academic,Common Core Algebra,99,64.66,42.4,57.6,8.08,15.15,23.23,61.62,0.0
2022,High School of Economics and Finance,General Academic,Living Environment,104,71.46,23.08,76.93,23.06,21.15,21.15,57.69,0.0
2023,High School of Economics and Finance,General Academic,Common Core Algebra,109,63.55,44.04,55.96,12.86,12.84,20.18,66.97,0.0
2023,High School of Economics and Finance,General Academic,Living Environment,113,68.05,35.38,64.62,19.46,15.04,23.01,61.95,0.0
2022,High School of Economics and Finance,General Academic,Common Core English,152,75.53,14.46,85.54,45.43,26.97,16.45,56.58,0.0
2023,High School of Economics and Finance,General Academic,Common Core English,156,79.45,14.11,85.89,59.59,30.13,19.87,50.0,0.0
2020,High School of Hospitality Management,General Academic,Living Environment,11,50.3,100.0,0.0,0.0,0.0,0.0,100.0,0.0
2023,High School of Hospitality Management,General Academic,Living Environment,17,68.6,41.2,58.8,23.5,0.0,0.0,100.0,0.0
2022,High School of Hospitality Management,General Academic,Common Core Algebra,23,64.7,47.8,52.2,8.7,0.0,0.0,100.0,0.0
2022,High School of Hospitality Management,General Academic,Living Environment,36,65.13,47.25,52.75,13.87,0.0,16.67,83.33,0.0
2023,High School of Hospitality Management,General Academic,Common Core Algebra,37,56.1,64.9,35.1,5.4,0.0,0.0,100.0,0.0
2023,High School of Hospitality Management,General Academic,Common Core English,48,77.04,14.56,85.44,43.73,0.0,18.75,81.25,0.0
2020,High School of Hospitality Management,General Academic,Common Core English,72,75.69,22.25,77.75,48.58,0.0,26.39,73.61,0.0
2020,High School of Language and Innovation,General Academic,Living Environment,10,59.6,60.0,40.0,20.0,0.0,0.0,100.0,0.0
2020,High School of Language and Innovation,General Academic,Common Core Algebra,13,71.3,23.1,76.9,23.1,0.0,0.0,100.0,0.0
2020,High School of Language and Innovation,General Academic,Common Core English,68,60.05,60.29,39.71,13.25,22.06,0.0,52.94,25.0
2022,High School of Language and Innovation,General Academic,Living Environment,85,50.41,81.21,18.79,1.19,9.41,0.0,74.12,16.47
2022,High School of Language and Innovation,General Academic,Common Core English,85,54.6,52.92,47.08,14.14,0.0,16.47,62.35,21.18
2022,High School of Language and Innovation,General Academic,Common Core Algebra,103,59.63,51.45,48.55,7.74,8.74,0.0,73.79,17.48
2023,High School of Language and Innovation,General Academic,Common Core Algebra,106,65.44,35.88,64.14,7.52,0.0,15.09,66.98,17.92
2023,High School of Language and Innovation,General Academic,Living Environment,111,52.77,72.97,27.05,3.62,0.0,14.41,64.86,20.72
2023,High School of Language and Innovation,General Academic,Common Core English,147,61.08,50.35,49.65,14.25,12.93,0.0,69.39,17.69
2020,High School of Sports Management,General Academic,Common Core English,36,64.55,30.58,69.42,25.01,0.0,63.89,36.11,0.0
2020,High School of Sports Management,General Academic,Common Core Algebra,50,54.12,78.0,22.0,0.0,12.0,48.0,40.0,0.0
2022,High School of Sports Management,General Academic,Living Environment,71,61.58,50.71,49.29,18.3,26.76,0.0,49.3,23.94
2023,High School of Sports Management,General Academic,Living Environment,96,56.43,63.55,36.45,6.26,0.0,17.71,46.88,35.42
2023,High School of Sports Management,General Academic,Common Core English,115,44.57,66.99,33.01,3.46,0.0,24.35,42.61,33.04
2022,High School of Sports Management,General Academic,Common Core Algebra,122,53.57,71.29,28.71,5.75,21.31,0.0,55.74,22.95
2022,High School of Sports Management,General Academic,Common Core English,128,49.38,60.17,39.83,16.4,23.44,26.56,50.0,0.0
2023,High School of Sports Management,General Academic,Common Core Algebra,156,56.54,68.59,31.41,4.49,0.0,14.74,49.36,35.9
2021,High School of World Cultures,General Academic,Common Core Algebra,15,74.7,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,High School of World Cultures,General Academic,Common Core English,19,59.5,36.8,63.2,31.6,0.0,0.0,100.0,0.0
2022,High School of World Cultures,General Academic,Living Environment,58,62.0,56.9,43.1,6.9,0.0,0.0,100.0,0.0
2023,High School of World Cultures,General Academic,Common Core English,80,57.7,51.3,48.8,17.5,0.0,0.0,100.0,0.0
2020,High School of World Cultures,General Academic,Common Core English,91,49.7,64.88,35.12,12.12,0.0,13.19,86.81,0.0
2020,High School of World Cultures,General Academic,Living Environment,94,62.19,43.59,56.41,11.68,0.0,15.96,84.04,0.0
2023,High School of World Cultures,General Academic,Living Environment,104,64.57,38.5,61.5,4.81,0.0,5.77,94.23,0.0
2020,High School of World Cultures,General Academic,Common Core Algebra,114,63.56,57.03,42.97,5.31,5.26,10.53,84.21,0.0
2022,High School of World Cultures,General Academic,Common Core Algebra,117,68.16,23.06,76.94,8.54,0.0,5.13,94.87,0.0
2023,High School of World Cultures,General Academic,Common Core Algebra,139,64.92,35.97,64.03,2.14,0.0,10.79,89.21,0.0
2020,Hillcrest High School,General Academic,Common Core English,154,59.56,46.09,53.91,20.77,35.06,20.13,44.81,0.0
2020,Hillcrest High School,General Academic,Living Environment,177,56.52,74.62,25.38,1.14,35.59,33.33,27.68,3.39
2022,Hillcrest High School,General Academic,Common Core Algebra,224,60.01,62.5,37.5,3.13,29.91,36.61,30.36,3.12
2022,Hillcrest High School,General Academic,Living Environment,347,66.36,44.68,55.32,21.61,31.41,25.94,40.63,2.02
2023,Hillcrest High School,General Academic,Living Environment,429,60.15,60.14,39.86,10.27,24.24,33.57,38.93,3.26
2020,Hillcrest High School,General Academic,Common Core Algebra,429,60.41,55.93,44.07,4.17,25.17,29.6,41.03,4.2
2023,Hillcrest High School,General Academic,Common Core Algebra,479,58.33,65.32,34.68,4.0,20.88,27.56,48.43,3.13
2023,Hillcrest High School,General Academic,Common Core English,541,70.13,29.56,70.44,38.64,31.05,24.95,40.67,3.33
2020,Hillside Arts & Letters Academy,General Academic,Living Environment,11,45.9,100.0,0.0,0.0,0.0,0.0,100.0,0.0
2020,Hillside Arts & Letters Academy,General Academic,Common Core Algebra,35,54.25,74.29,25.71,0.0,0.0,51.43,48.57,0.0
2023,Hillside Arts & Letters Academy,General Academic,Living Environment,49,75.82,14.27,85.73,36.76,46.94,53.06,0.0,0.0
2020,Hillside Arts & Letters Academy,General Academic,Common Core English,52,61.09,40.37,59.63,23.09,19.23,46.15,34.62,0.0
2022,Hillside Arts & Letters Academy,General Academic,Common Core Algebra,54,63.24,44.46,55.54,7.4,18.52,42.59,38.89,0.0
2022,Hillside Arts & Letters Academy,General Academic,Living Environment,54,76.57,11.08,88.92,46.3,24.07,31.48,44.44,0.0
2023,Hillside Arts & Letters Academy,General Academic,Common Core Algebra,62,62.59,50.02,49.98,0.0,0.0,41.94,58.06,0.0
2022,Hillside Arts & Letters Academy,General Academic,Common Core English,90,71.08,30.02,69.98,42.23,27.78,38.89,33.33,0.0
2023,Hillside Arts & Letters Academy,General Academic,Common Core English,171,68.76,30.97,69.03,36.85,22.22,35.09,42.69,0.0
2020,Hostos-Lincoln Academy of Science,General Academic,Common Core Algebra,17,76.9,11.8,88.2,47.1,0.0,0.0,100.0,0.0
2020,Hostos-Lincoln Academy of Science,General Academic,Common Core English,40,78.5,10.0,90.0,55.0,0.0,0.0,100.0,0.0
2023,Hostos-Lincoln Academy of Science,General Academic,Living Environment,47,75.7,21.3,78.7,40.4,0.0,0.0,100.0,0.0
2022,Hostos-Lincoln Academy of Science,General Academic,Living Environment,53,78.98,7.57,92.43,50.95,0.0,18.87,81.13,0.0
2022,Hostos-Lincoln Academy of Science,General Academic,Common Core English,64,78.58,9.38,90.62,59.37,0.0,28.12,71.88,0.0
2022,Hostos-Lincoln Academy of Science,General Academic,Common Core Algebra,96,68.56,30.22,69.78,18.77,0.0,23.96,76.04,0.0
2023,Hostos-Lincoln Academy of Science,General Academic,Common Core English,100,79.52,13.01,86.99,59.96,0.0,23.0,77.0,0.0
2023,Hostos-Lincoln Academy of Science,General Academic,Common Core Algebra,107,69.0,29.0,71.0,13.1,0.0,0.0,100.0,0.0
2023,Hudson High School of Learning Technologies,General Academic,Living Environment,20,64.6,45.0,55.0,15.0,0.0,0.0,100.0,0.0
2022,Hudson High School of Learning Technologies,General Academic,Living Environment,31,62.87,54.84,45.16,6.45,0.0,19.35,80.65,0.0
2023,Hudson High School of Learning Technologies,General Academic,Common Core Algebra,37,62.9,54.1,45.9,5.4,0.0,0.0,100.0,0.0
2022,Hudson High School of Learning Technologies,General Academic,Common Core Algebra,38,52.78,84.23,15.77,0.0,0.0,28.95,71.05,0.0
2020,Hudson High School of Learning Technologies,General Academic,Living Environment,46,55.88,86.94,13.06,0.0,0.0,23.91,76.09,0.0
2023,Hudson High School of Learning Technologies,General Academic,Common Core English,51,67.74,29.42,70.58,21.57,0.0,21.57,78.43,0.0
2022,Hudson High School of Learning Technologies,General Academic,Common Core English,75,65.27,31.99,68.01,23.98,0.0,32.0,68.0,0.0
2020,Hudson High School of Learning Technologies,General Academic,Common Core English,77,72.97,18.16,81.84,41.57,0.0,32.47,67.53,0.0
2020,Hudson High School of Learning Technologies,General Academic,Common Core Algebra,86,54.83,76.73,23.27,0.0,0.0,30.23,69.77,0.0
2022,Humanities Preparatory Academy,Transfer School,Common Core English,24,79.45,4.2,95.8,66.7,25.0,0.0,75.0,0.0
2020,Humanities Preparatory Academy,Transfer School,Common Core English,58,77.36,15.52,84.48,53.45,0.0,24.14,75.86,0.0
2023,Humanities Preparatory Academy,Transfer School,Common Core English,58,79.66,15.53,84.47,60.32,0.0,15.52,48.28,36.21
2020,In-Tech Academy (M.S. / High School 368),General Academic,Common Core English,23,76.0,17.4,82.6,52.2,0.0,0.0,100.0,0.0
2020,In-Tech Academy (M.S. / High School 368),General Academic,Living Environment,31,57.8,64.5,35.5,0.0,0.0,0.0,100.0,0.0
2020,In-Tech Academy (M.S. / High School 368),General Academic,Common Core Algebra,103,57.7,62.17,37.83,0.99,0.0,9.71,90.29,0.0
2022,In-Tech Academy (M.S. / High School 368),General Academic,Living Environment,121,65.03,45.44,54.56,17.37,4.96,0.0,95.04,0.0
2022,In-Tech Academy (M.S. / High School 368),General Academic,Common Core English,134,71.39,24.62,75.38,38.8,0.0,6.72,93.28,0.0
2023,In-Tech Academy (M.S. / High School 368),General Academic,Common Core English,149,69.01,31.5,68.5,34.9,0.0,8.05,91.95,0.0
2022,In-Tech Academy (M.S. / High School 368),General Academic,Common Core Algebra,159,54.09,74.8,25.2,1.88,4.4,6.29,89.31,0.0
2023,In-Tech Academy (M.S. / High School 368),General Academic,Living Environment,159,63.06,52.19,47.81,14.48,0.0,6.92,89.31,3.77
2023,In-Tech Academy (M.S. / High School 368),General Academic,Common Core Algebra,208,61.79,50.49,49.51,7.2,0.0,6.25,90.38,3.37
2022,Independence High School,Transfer School,Common Core English,17,64.2,52.9,47.1,11.8,0.0,0.0,100.0,0.0
2023,Independence High School,Transfer School,Living Environment,23,60.75,56.5,43.5,4.35,0.0,43.48,56.52,0.0
2020,Independence High School,Transfer School,Living Environment,24,47.8,91.7,8.3,0.0,0.0,0.0,100.0,0.0
2023,Independence High School,Transfer School,Common Core Algebra,31,56.3,64.5,35.5,6.5,0.0,0.0,100.0,0.0
2023,Independence High School,Transfer School,Common Core English,34,61.1,52.9,47.1,14.7,0.0,0.0,100.0,0.0
2020,Independence High School,Transfer School,Common Core Algebra,38,51.78,86.88,13.12,2.64,0.0,39.47,60.53,0.0
2020,Independence High School,Transfer School,Common Core English,52,68.33,36.51,63.49,21.14,0.0,28.85,71.15,0.0
2020,Information Technology High School,General Academic,Living Environment,65,56.32,73.81,26.19,1.52,0.0,10.77,89.23,0.0
2022,Information Technology High School,General Academic,Common Core English,79,72.53,20.27,79.73,39.21,21.52,0.0,70.89,7.59
2023,Information Technology High School,General Academic,Living Environment,134,65.9,43.27,56.73,20.92,17.91,8.96,67.16,5.97
2022,Information Technology High School,General Academic,Living Environment,140,68.65,30.73,69.27,17.17,22.14,10.71,67.14,0.0
2022,Information Technology High School,General Academic,Common Core Algebra,148,60.8,56.06,43.95,4.08,20.95,0.0,68.24,10.81
2020,Information Technology High School,General Academic,Common Core Algebra,153,54.65,80.39,19.61,0.0,9.15,13.73,77.12,0.0
2023,Information Technology High School,General Academic,Common Core Algebra,157,57.16,71.36,28.64,5.71,14.65,10.19,68.79,6.37
2023,Information Technology High School,General Academic,Common Core English,204,75.28,16.18,83.82,42.18,19.12,8.82,72.06,0.0
2020,Information Technology High School,General Academic,Common Core English,238,76.36,15.96,84.04,47.09,21.43,11.76,66.81,0.0
2023,Innovation Diploma Plus,Transfer School,Living Environment,13,50.6,84.6,15.4,0.0,0.0,0.0,100.0,0.0
2020,Innovation Diploma Plus,Transfer School,Common Core Algebra,14,50.9,71.4,28.6,0.0,0.0,0.0,100.0,0.0
2022,Innovation Diploma Plus,Transfer School,Common Core English,20,58.0,55.0,45.0,15.0,0.0,0.0,100.0,0.0
2023,Innovation Diploma Plus,Transfer School,Common Core Algebra,21,50.4,90.5,9.5,0.0,0.0,0.0,100.0,0.0
2020,Innovation Diploma Plus,Transfer School,Living Environment,33,56.8,75.8,24.2,0.0,0.0,0.0,100.0,0.0
2020,Innovation Diploma Plus,Transfer School,Common Core English,47,62.72,44.67,55.33,21.25,0.0,31.91,68.09,0.0
2023,Innovation Diploma Plus,Transfer School,Common Core English,64,58.22,54.68,45.35,12.52,0.0,25.0,75.0,0.0
2020,Institute for Health Professions at Cambria Heights,Career Technical,Common Core English,24,58.0,50.0,50.0,25.0,0.0,100.0,0.0,0.0
2022,Institute for Health Professions at Cambria Heights,Career Technical,Common Core English,112,71.61,24.98,75.02,43.74,10.71,73.21,16.07,0.0
2023,Institute for Health Professions at Cambria Heights,Career Technical,Common Core English,130,68.9,25.42,74.58,24.65,0.0,84.62,15.38,0.0
2022,International High School at Lafayette,General Academic,Common Core Algebra,19,49.4,78.9,21.1,0.0,0.0,0.0,100.0,0.0
2023,International High School at Lafayette,General Academic,Common Core English,50,49.52,77.98,22.02,4.0,0.0,0.0,62.0,38.0
2023,International High School at Lafayette,General Academic,Common Core Algebra,102,60.38,64.69,35.31,13.73,0.0,0.0,63.73,36.27
2020,International High School at Lafayette,General Academic,Common Core English,114,53.23,71.06,28.94,8.77,32.46,0.0,36.84,30.7
2020,International High School at Lafayette,General Academic,Common Core Algebra,132,57.51,65.18,34.82,6.03,25.76,0.0,50.0,24.24
2022,International High School at LaGuardia Community College,General Academic,Common Core English,23,49.7,78.3,21.7,4.3,0.0,0.0,100.0,0.0
2023,International High School at LaGuardia Community College,General Academic,Common Core English,146,57.48,52.7,47.3,19.2,13.7,0.0,86.3,0.0
2020,International High School at LaGuardia Community College,General Academic,Common Core English,152,58.5,48.67,51.33,13.16,23.68,0.0,76.32,0.0
2020,International School for Liberal Arts,General Academic,Common Core Algebra,58,62.7,48.3,51.7,5.2,0.0,0.0,100.0,0.0
2020,International School for Liberal Arts,General Academic,Living Environment,63,56.7,65.1,34.9,3.2,0.0,0.0,100.0,0.0
2020,International School for Liberal Arts,General Academic,Common Core English,74,55.3,59.5,40.5,9.5,0.0,0.0,100.0,0.0
2022,International School for Liberal Arts,General Academic,Living Environment,84,51.1,76.2,23.8,2.4,0.0,0.0,100.0,0.0
