Year,DBN,Teachers,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Years in Title,B/AA Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School
2020,73K594,15,*,*,*,*,,,*,,,*,*,*,*,,,5,9.1,3,*,*,*,*,,
2020,73K595,22,*,*,*,*,,,15,15.2,7.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K600,74,*,*,*,*,,,37,15.5,9.4,*,*,*,6,11.4,8.6,28,13.2,8.8,*,*,*,*,,
2020,73K611,35,*,*,*,*,,,8,5.3,2.6,*,*,*,*,,,21,4.9,3,*,*,*,*,,
2020,73K614,32,*,*,*,*,,,7,6.4,1.2,*,*,*,*,,,20,4.7,3.2,*,*,*,*,,
2020,73K615,51,*,*,*,*,,,23,16.5,9,*,*,*,12,18.2,11.5,11,11.9,7.9,*,*,*,*,,
2020,73K616,17,*,*,*,*,,,5,8.8,2.7,*,*,*,*,,,8,9.3,6.3,*,*,*,*,,
2020,73K617,24,*,*,*,*,,,8,7,2.1,*,*,*,*,,,6,6.4,2.8,*,*,*,*,,
2020,73K618,33,*,*,*,*,,,10,6.4,4.9,*,*,*,*,,,13,6.6,5.5,*,*,*,*,,
2020,73K629,18,*,*,*,*,,,9,8,3.6,*,*,*,*,,,6,9.9,7.4,*,*,*,*,,
2020,73K630,17,*,*,*,*,,,*,,,*,*,*,*,,,14,10.8,5.1,*,*,*,*,,
2020,73K633,27,*,*,*,*,,,12,14,5.6,*,*,*,*,,,13,8.8,5.4,*,*,*,*,,
2020,73K635,17,*,*,*,*,,,5,5.4,5,*,*,*,*,,,9,8.3,5.3,*,*,*,*,,
2020,73K637,26,*,*,*,*,,,10,5.1,2.9,*,*,*,*,,,9,3.7,2.4,*,*,*,*,,
2020,73K639,33,*,*,*,5,10.6,3,11,10.7,2.4,*,*,*,7,7.9,3.7,10,13.2,4.2,*,*,*,*,,
2020,73K642,15,*,*,*,*,,,5,14.1,3.4,*,*,*,*,,,8,9.6,3.8,*,*,*,*,,
2020,73K643,13,*,*,*,*,,,7,7.4,1.2,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K644,46,*,*,*,*,,,32,6.2,4.7,*,*,*,*,,,5,5,4.8,*,*,*,*,,
2020,73K646,20,*,*,*,*,,,10,16.3,4.5,*,*,*,*,,,6,14.7,2.7,*,*,*,*,,
2020,73K659,23,*,*,*,*,,,*,,,*,*,*,7,4.8,2.6,10,9.2,6,*,*,*,*,,
2020,73K660,36,*,*,*,*,,,20,15.9,11.7,*,*,*,*,,,10,19.8,14.3,*,*,*,*,,
2020,73K661,33,*,*,*,*,,,14,7.2,2.3,*,*,*,7,3.3,2.4,6,3.6,3.4,*,*,*,*,,
2020,73K667,107,*,*,*,15,5.3,3.4,8,7.7,5,*,*,*,20,6.5,3.9,54,7.4,5.2,*,*,*,8,6.4,5.3
2020,73K670,48,*,*,*,*,,,27,14.9,8.6,*,*,*,*,,,13,11.6,6,*,*,*,*,,
2020,73K683,22,*,*,*,*,,,7,8.9,4.1,*,*,*,*,,,6,10.7,5.4,*,*,*,*,,
2020,73K684,62,*,*,*,5,6.3,2.9,*,,,*,*,*,*,,,46,7.7,4.5,*,*,*,*,,
2020,73K690,65,*,*,*,*,,,5,16.8,8.3,*,*,*,*,,,51,11.8,9.8,*,*,*,*,,
2020,73K697,20,*,*,*,*,,,16,14.5,9.1,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K745,32,*,*,*,*,,,9,7,3,*,*,*,*,,,18,2.5,2.5,*,*,*,*,,
2020,73K751,23,*,*,*,*,,,15,12.2,3.9,*,*,*,*,,,6,8.8,5,*,*,*,*,,
2020,73K764,29,*,*,*,*,,,9,2,0.9,*,*,*,*,,,14,5.6,2.5,*,*,*,*,,
2020,73K765,16,*,*,*,*,,,13,11.4,2.9,*,*,*,*,,,*,,,*,*,*,*,,
2020,76K344,37,*,*,*,*,,,*,,,*,*,*,*,,,26,9.4,5.6,*,*,*,*,,
2020,76K410,123,*,*,*,8,3.4,3.4,19,9.1,5.5,*,*,*,15,9.1,6.9,73,13,10.3,*,*,*,6,3.8,2.9
2020,76K423,23,*,*,*,*,,,6,4,2.8,*,*,*,*,,,13,8.2,5,*,*,*,*,,
2020,76K429,22,*,*,*,*,,,*,,,*,*,*,*,,,10,6.5,5.1,*,*,*,*,,
2020,76K430,276,*,*,*,42,10.4,6,30,17.2,11.6,*,*,*,23,15.7,9.3,171,14.7,10.1,*,*,*,8,7.2,6.1
2020,76K449,40,*,*,*,9,5.4,4.6,*,,,*,*,*,6,9.7,5,22,6.5,5,*,*,*,*,,
2020,76K454,25,*,*,*,*,,,9,8.7,5.3,*,*,*,5,10.1,3,9,9.4,6.3,*,*,*,*,,
2020,76K455,36,*,*,*,*,,,21,15.3,10.3,*,*,*,6,10.5,8.6,7,2.5,1,*,*,*,*,,
2020,76K462,34,*,*,*,*,,,8,2.2,1.4,*,*,*,*,,,19,5.7,3.5,*,*,*,*,,
2020,76K463,17,*,*,*,*,,,11,14.7,3.7,*,*,*,*,,,5,12,4.7,*,*,*,*,,
2020,76K464,57,*,*,*,*,,,14,10.7,4.8,*,*,*,11,8.5,5.4,28,10.1,6.6,*,*,*,*,,
2020,76K468,43,*,*,*,*,,,*,,,*,*,*,*,,,33,7.8,4.7,*,*,*,*,,
2020,76K474,38,*,*,*,*,,,13,11.1,7.1,*,*,*,8,10,7.7,11,12.2,7.4,*,*,*,*,,
2020,76K477,23,*,*,*,6,13.5,9.9,9,20.8,10.5,*,*,*,*,,,5,16,4.4,*,*,*,*,,
2020,76K478,47,*,*,*,9,11.5,9.5,9,11.8,5.6,*,*,*,11,13.6,8.9,14,14.6,12.3,*,*,*,*,,
2020,76K483,31,*,*,*,*,,,8,8.9,3.9,*,*,*,*,,,17,8.3,3.8,*,*,*,*,,
2020,76K485,86,*,*,*,8,2.6,2.5,7,7,5.8,*,*,*,14,6.9,5.3,55,9,8.6,*,*,*,*,,
2020,76K490,240,*,*,*,25,10.1,8.5,11,13.5,8.7,*,*,*,22,6.5,5.9,174,11.7,9.6,*,*,*,5,9.4,7.1
2020,76K497,58,*,*,*,*,,,13,7,3.4,*,*,*,7,8.5,6.5,32,5.8,3.7,*,*,*,*,,
2020,76K498,39,*,*,*,*,,,14,11.2,6.8,*,*,*,5,7.9,4.5,15,6.9,4.9,*,*,*,*,,
2020,76K499,9,*,*,*,*,,,8,15.8,11.5,*,*,*,*,,,*,,,*,*,*,*,,
2020,76K519,38,*,*,*,*,,,8,10.5,5,*,*,*,*,,,20,6.9,4.2,*,*,*,*,,
2020,76K527,39,*,*,*,*,,,9,7.3,3.3,*,*,*,*,,,23,7,3.8,*,*,*,*,,
2020,76K529,17,*,*,*,*,,,7,11,3.8,*,*,*,*,,,6,10.8,9.7,*,*,*,*,,
2020,76K558,35,*,*,*,*,,,6,13.5,10.9,*,*,*,7,8.7,6.3,20,10.1,6.2,*,*,*,*,,
2020,76K559,17,*,*,*,*,,,6,12.9,3.1,*,*,*,*,,,6,15.3,8.5,*,*,*,*,,
2020,76K561,47,*,*,*,*,,,5,10.4,4.6,*,*,*,6,7.9,4.4,35,9,4.5,*,*,*,*,,
2020,76K568,9,*,*,*,*,,,5,16.6,4.7,*,*,*,*,,,*,,,*,*,*,*,,
2020,76K572,28,*,*,*,*,,,*,,,*,*,*,*,,,17,7.6,5.7,*,*,*,*,,
2020,76K605,53,*,*,*,6,4.8,3.6,15,12.4,9.7,*,*,*,*,,,24,7.5,4.9,*,*,*,*,,
2020,76K609,46,*,*,*,*,,,*,,,*,*,*,7,4.9,3.3,32,8.2,3.7,*,*,*,*,,
2020,76K610,34,*,*,*,*,,,12,8.9,3.2,*,*,*,6,11.8,3.5,15,8.5,4,*,*,*,*,,
2020,76K620,38,*,*,*,*,,,8,12,9.9,*,*,*,6,8,7.3,19,15.5,12.4,*,*,*,*,,
2020,76K647,22,*,*,*,*,,,12,7,3.7,*,*,*,*,,,7,10,4.8,*,*,*,*,,
2020,76K656,68,*,*,*,*,,,19,13.3,6.6,*,*,*,7,4.9,4.4,36,7.5,5.2,*,*,*,*,,
2020,76K669,20,*,*,*,*,,,13,9.3,3.2,*,*,*,*,,,*,,,*,*,*,*,,
2020,76K673,22,*,*,*,*,,,*,,,*,*,*,*,,,14,9.3,3.9,*,*,*,*,,
2020,76K674,30,*,*,*,*,,,11,8,3.2,*,*,*,*,,,10,8.9,4.3,*,*,*,*,,
2020,76K685,18,*,*,*,*,,,*,,,*,*,*,8,9.8,8.9,5,15.9,9.3,*,*,*,*,,
2020,76K688,10,*,*,*,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,
2020,76K698,13,*,*,*,*,,,*,,,*,*,*,*,,,7,10.8,5.7,*,*,*,*,,
2020,76K728,13,*,*,*,*,,,5,7.3,1.1,*,*,*,*,,,5,15,5.4,*,*,*,*,,
2020,76R047,28,*,*,*,*,,,*,,,*,*,*,*,,,22,11.7,8.1,*,*,*,*,,
2020,76R064,38,*,*,*,*,,,*,,,*,*,*,*,,,34,9.8,6.4,*,*,*,*,,
2020,76R440,192,*,*,*,8,11.3,9.4,*,,,*,*,*,14,10.8,8.6,155,11,9.2,*,*,*,11,7.8,7.5
2020,76R445,103,*,*,*,*,,,5,12.6,2.1,*,*,*,15,12.3,5.2,76,11.6,8.8,*,*,*,*,,
2020,76R450,147,*,*,*,*,,,17,14.1,9.3,*,*,*,15,12.4,9.8,109,13.4,11.6,*,*,*,*,,
2020,76R455,214,*,*,*,*,,,*,,,*,*,*,24,11.5,8.8,178,12.7,10.2,*,*,*,5,7.5,4.7
2020,76R460,183,*,*,*,5,9.5,8.7,*,,,*,*,*,25,13,10.1,143,13,10.4,*,*,*,5,7.7,5.2
2020,76R470,14,*,*,*,*,,,*,,,*,*,*,*,,,7,17.5,8.8,*,*,*,*,,
2020,76R600,63,*,*,*,*,,,*,,,*,*,*,*,,,54,10,7.6,*,*,*,*,,
2020,76R605,59,*,*,*,*,,,*,,,*,*,*,*,,,54,14.1,10.5,*,*,*,*,,
2020,77Q236,22,*,*,*,6,7.7,4,*,,,*,*,*,*,,,11,8.7,3.1,*,*,*,*,,
2020,77Q240,42,*,*,*,*,,,*,,,*,*,*,6,10.1,3.2,30,8.2,3.6,*,*,*,*,,
2020,77Q241,29,*,*,*,12,4.9,3.6,*,,,*,*,*,*,,,11,9.4,2.5,*,*,*,*,,
2020,77Q243,33,*,*,*,*,,,15,6.3,2.3,*,*,*,*,,,13,6.2,4.6,*,*,*,*,,
2020,77Q248,22,*,*,*,*,,,11,12.3,4.7,*,*,*,*,,,6,11.6,6.1,*,*,*,*,,
2020,77Q258,41,*,*,*,*,,,*,,,*,*,*,9,5.5,2.2,22,5.8,2.5,*,*,*,*,,
2020,77Q259,38,*,*,*,*,,,21,11.1,5.6,*,*,*,*,,,10,9.8,7.8,*,*,*,*,,
2020,77Q260,28,*,*,*,*,,,10,11.6,5.4,*,*,*,*,,,15,10.7,3.9,*,*,*,*,,
2020,77Q261,17,*,*,*,*,,,*,,,*,*,*,*,,,12,13.3,4.4,*,*,*,*,,
2020,77Q262,78,*,*,*,*,,,15,6.6,2.5,*,*,*,5,14.8,11,53,8.8,6.2,*,*,*,*,,
2020,77Q263,30,*,*,*,8,8.8,6.3,*,,,*,*,*,6,8.1,7.1,14,13.4,10,*,*,*,*,,
2020,77Q264,36,*,*,*,8,11.2,7.1,*,,,*,*,*,10,9.5,5.4,17,11.1,6,*,*,*,*,,
2020,77Q265,27,*,*,*,*,,,14,12.1,8.4,*,*,*,*,,,8,13.8,11.6,*,*,*,*,,
2020,77Q267,26,*,*,*,*,,,*,,,*,*,*,7,7.9,2.5,13,8.3,5.2,*,*,*,*,,
2020,77Q272,24,*,*,*,5,16,6.2,8,15.9,7.8,*,*,*,*,,,8,17.4,10.8,*,*,*,*,,
2020,77Q281,61,*,*,*,18,6.7,5.1,*,,,*,*,*,*,,,35,7.7,5,*,*,*,*,,
2020,77Q284,31,*,*,*,*,,,8,13.1,4.5,*,*,*,5,9.7,6.1,14,9.8,7.3,*,*,*,*,,
2020,77Q293,38,*,*,*,*,,,5,9,4.3,*,*,*,5,6.9,3.9,23,8.1,5.7,*,*,*,*,,
2020,77Q296,31,*,*,*,*,,,*,,,*,*,*,13,10.1,4.5,11,6.6,4.8,*,*,*,*,,
2020,77Q299,43,*,*,*,8,9,6.5,*,,,*,*,*,*,,,30,6.3,5.4,*,*,*,*,,
2020,77Q301,39,*,*,*,*,,,*,,,*,*,*,6,3.6,3.5,28,7,5.2,*,*,*,*,,
2020,77Q302,30,*,*,*,*,,,6,13.6,3.4,*,*,*,*,,,18,11.4,4.2,*,*,*,*,,
2020,77Q308,37,*,*,*,*,,,*,,,*,*,*,6,14.9,9.3,24,11.1,7.3,*,*,*,*,,
2020,77Q309,47,*,*,*,5,6,5.1,*,,,*,*,*,8,8.1,5.1,29,8.9,6.1,*,*,*,*,,
2020,77Q310,47,*,*,*,5,6.9,5.9,14,8.5,5.2,*,*,*,5,8.2,3.3,19,6.6,5.6,*,*,*,*,,
2020,77Q313,29,*,*,*,*,,,6,9.6,2.2,*,*,*,*,,,16,12.5,3.2,*,*,*,*,,
2020,77Q314,30,*,*,*,6,6.3,1.5,7,7,2.3,*,*,*,7,4.6,2,7,5.2,1.9,*,*,*,*,,
2020,77Q315,33,*,*,*,6,6.3,3.3,8,7.5,2.1,*,*,*,5,6.9,2.8,14,9.9,2.9,*,*,*,*,,
2020,77Q324,24,*,*,*,*,,,*,,,*,*,*,*,,,18,9.9,5.2,*,*,*,*,,
2020,77Q325,29,*,*,*,*,,,*,,,*,*,*,5,8.7,5.7,17,9.2,4,*,*,*,*,,
2020,77Q326,28,*,*,*,*,,,10,9.8,2.6,*,*,*,*,,,12,6.3,4.4,*,*,*,*,,
2020,77Q327,33,*,*,*,*,,,22,12.9,3.6,*,*,*,*,,,5,5.7,3.3,*,*,*,*,,
2020,77Q328,30,*,*,*,*,,,*,,,*,*,*,7,9.5,4.2,15,5.9,5,*,*,*,*,,
2020,77Q334,28,*,*,*,6,4.6,1.3,6,5.5,2,*,*,*,5,4.5,1.4,11,3.3,1.8,*,*,*,*,,
2020,77Q338,13,*,*,*,*,,,*,,,*,*,*,*,,,6,13.2,5,*,*,*,*,,
2020,77Q350,30,*,*,*,*,,,5,8.8,6.4,*,*,*,*,,,15,6,3.4,*,*,*,*,,
2020,77Q351,24,*,*,*,*,,,7,7.3,4.2,*,*,*,6,8.1,3.7,9,10.5,2.4,*,*,*,*,,
2020,77Q400,29,*,*,*,*,,,8,8.4,3.6,*,*,*,7,11.8,2.4,10,7.6,3.4,*,*,*,*,,
2020,77Q415,197,*,*,*,32,13.7,10.4,11,17.6,10,*,*,*,21,12.8,9,129,13.5,10.4,*,*,*,*,,
2020,77Q425,195,*,*,*,32,10.9,9.2,22,14.1,8.7,*,*,*,30,12.1,9.2,101,12.3,9.7,*,*,*,8,9.2,8.7
2020,77Q430,246,*,*,*,50,10.3,8.8,17,13.5,10.2,*,*,*,23,11.2,8.7,147,12.2,9.1,*,*,*,7,9.1,8.1
2020,77Q435,71,*,*,*,11,18.4,14.4,7,18.4,9.3,*,*,*,9,17.1,9.9,43,15.7,12.7,*,*,*,*,,
2020,77Q440,214,*,*,*,29,9,6.6,6,17.2,11.7,*,*,*,32,10.5,8.2,135,13.1,10.5,*,*,*,10,9.2,5.5
2020,77Q445,146,*,*,*,19,6,5.3,8,11.6,7,*,*,*,31,10.3,8.4,84,9.2,8,*,*,*,*,,
2020,77Q450,142,*,*,*,21,12.5,11.1,8,7.6,5,*,*,*,30,11.3,8.1,81,13.9,11.1,*,*,*,*,,
2020,77Q455,108,*,*,*,19,13.1,10.6,7,17.5,13.1,*,*,*,25,14.3,11.3,50,12.5,11.4,*,*,*,5,6.1,4.7
2020,77Q460,99,*,*,*,7,3.9,3.2,11,12.8,10,*,*,*,27,6.1,4.3,49,10.5,7.6,*,*,*,*,,
2020,77Q475,116,*,*,*,20,12.5,10.4,16,12.8,9.3,*,*,*,23,12.1,8.5,52,15,12.6,*,*,*,*,,
2020,77Q480,176,*,*,*,25,7.9,6,14,6.9,3.3,*,*,*,35,7.9,5.2,93,8.4,5.8,*,*,*,6,8.2,8.2
2020,77Q485,102,*,*,*,12,9.3,7.6,8,15.2,10.6,*,*,*,20,15.3,14.5,59,15.8,14.5,*,*,*,*,,
2020,77Q492,23,*,*,*,*,,,11,10.2,2.3,*,*,*,*,,,7,4.6,1.7,*,*,*,*,,
2020,77Q495,161,*,*,*,29,13.8,9.2,8,18.3,6.8,*,*,*,13,12.8,10.6,108,13.4,11,*,*,*,*,,
2020,77Q498,25,*,*,*,*,,,6,6.9,3.6,*,*,*,*,,,13,10.9,6.3,*,*,*,*,,
2020,77Q501,55,*,*,*,*,,,5,11.5,6.1,*,*,*,7,11.1,6.7,39,11.9,8.2,*,*,*,*,,
2020,77Q502,60,*,*,*,13,12.2,10.2,9,9,6.6,*,*,*,8,17.7,7.1,30,13.9,9.2,*,*,*,*,,
2020,77Q505,166,*,*,*,32,11.1,9.3,29,16.3,11.9,*,*,*,22,14,11.8,80,13.3,9.6,*,*,*,*,,
2020,77Q520,22,*,*,*,*,,,*,,,*,*,*,5,9.3,8.7,11,16.2,12.7,*,*,*,*,,
2020,77Q525,63,*,*,*,9,11.3,10.3,*,,,*,*,*,6,11.3,5.1,44,13.7,9.5,*,*,*,*,,
2020,77Q530,29,*,*,*,6,11.7,7.8,*,,,*,*,*,*,,,18,13.7,11.2,*,*,*,*,,
2020,77Q540,20,*,*,*,*,,,*,,,*,*,*,*,,,12,8.6,5.1,*,*,*,*,,
2020,77Q550,48,*,*,*,*,,,*,,,*,*,*,10,14.1,12.3,31,12.6,9.1,*,*,*,*,,
2020,77Q555,50,*,*,*,*,,,*,,,*,*,*,22,16.9,14.2,22,18,15.8,*,*,*,*,,
2020,77Q560,40,*,*,*,*,,,*,,,*,*,*,5,9.2,7.3,28,11.6,8.7,*,*,*,*,,
2020,77Q566,64,*,*,*,9,7.7,5.8,6,10.4,8.2,*,*,*,7,15.3,12.2,39,12.5,9,*,*,*,*,,
2020,77Q575,47,*,*,*,5,11.5,8.9,*,,,*,*,*,7,15.1,9.2,34,13,9.6,*,*,*,*,,
2020,77Q580,35,*,*,*,6,12.7,6.4,5,10.4,6,*,*,*,5,8.1,5.6,18,13.8,9.5,*,*,*,*,,
2020,77Q585,65,*,*,*,12,4.7,3.2,*,,,*,*,*,7,6,2.8,44,4.7,3.7,*,*,*,*,,
2020,77Q600,100,*,*,*,7,12.9,11.9,12,15.8,13.6,*,*,*,15,9,9.9,57,11.8,10.1,*,*,*,8,5.7,5.6
2020,77Q610,133,*,*,*,12,11.4,11.3,18,12.7,12.2,*,*,*,36,11.7,10.1,61,15,14.2,*,*,*,5,8.1,6.5
2020,77Q620,126,*,*,*,15,7.7,6.2,16,15,12,*,*,*,19,10.4,8.9,71,13.5,10.4,*,*,*,*,,
2020,77Q650,70,*,*,*,7,5.4,2.3,10,9.2,6.8,*,*,*,11,13.2,6.8,37,10.3,5.6,*,*,*,*,,
2020,77Q670,41,*,*,*,5,13,7,*,,,*,*,*,*,,,32,13.8,9.9,*,*,*,*,,
2020,77Q680,40,*,*,*,*,,,9,15.3,9.4,*,*,*,5,9.3,7.2,22,10.9,6.4,*,*,*,*,,
2020,77Q686,70,*,*,*,8,6.8,4.6,*,,,*,*,*,6,11.6,7.9,48,10.4,5.8,*,*,*,6,8.2,5.2
2020,77Q687,25,*,*,*,*,,,*,,,*,*,*,*,,,14,8.6,5,*,*,*,*,,
2020,77Q690,30,*,*,*,*,,,13,10.3,5.9,*,*,*,*,,,9,10.5,8.6,*,*,*,*,,
2020,77Q744,14,*,*,*,*,,,*,,,*,*,*,*,,,7,10.1,7.1,*,*,*,*,,
2020,77Q792,13,*,*,*,*,,,*,,,*,*,*,*,,,8,9.8,6.1,*,*,*,*,,
2020,77Q896,34,*,*,*,*,,,9,15.3,8.1,*,*,*,*,,,18,10.4,6.7,*,*,*,*,,
2020,81R080,91,*,*,*,*,,,*,,,*,*,*,*,,,79,11.3,9.8,*,*,*,*,,
2020,97K004,97,*,*,*,6,12.6,11.6,36,9.9,9.3,*,*,*,11,11,10.1,38,12.9,11.2,*,*,*,6,8.4,8.4
2020,97K036,101,*,*,*,*,,,27,9.9,8.2,*,*,*,12,6.7,5.8,53,7.2,6.1,*,*,*,*,,
2020,97K053,95,*,*,*,*,,,12,18.3,19.9,*,*,*,9,15.1,14.7,69,6.9,6.1,*,*,*,*,,
2020,97K077,86,*,*,*,*,,,30,8,6.7,*,*,*,6,11.2,8.9,45,8.8,8.2,*,*,*,*,,
2020,97K140,84,*,*,*,*,,,34,9.9,7.8,*,*,*,15,12,6.5,29,8.2,4,*,*,*,*,,
2020,97K141,96,*,*,*,*,,,25,8.4,6,*,*,*,7,7.4,7.2,60,6.9,5.1,*,*,*,*,,
2020,97K231,89,*,*,*,7,14.7,14,*,,,*,*,*,6,9.3,6,71,10.2,9,*,*,*,*,,
2020,97K368,70,*,*,*,*,,,26,10.8,8.3,*,*,*,11,7.2,6.5,26,9.1,8,*,*,*,*,,
2020,97K369,130,*,*,*,8,5.8,7.4,24,7.2,8,*,*,*,14,6.9,7.6,81,9.4,8.4,*,*,*,*,,
2020,97K370,65,*,*,*,*,,,9,14.8,9.4,*,*,*,*,,,48,10,9.1,*,*,*,*,,
2020,97K371,46,*,*,*,*,,,8,9.6,10.3,*,*,*,*,,,32,11.7,7.9,*,*,*,*,,
2020,97K372,52,*,*,*,*,,,5,14.8,12.8,*,*,*,8,10.7,12.7,33,12.1,10.7,*,*,*,*,,
2020,97K373,82,*,*,*,8,5,5,17,7.4,7.3,*,*,*,13,8.9,9.2,41,7.5,6.1,*,*,*,*,,
2020,97K396,120,*,*,*,11,6.5,6.8,51,5.4,5.5,*,*,*,8,4.2,3.9,44,4.4,2.9,*,*,*,5,6.4,3.5
2020,97K721,92,*,*,*,12,7.7,6.3,11,10.1,9,*,*,*,9,12.2,11,58,8.8,9,*,*,*,*,,
2020,97K753,57,*,*,*,*,,,25,8.8,6.6,*,*,*,9,12.9,6.1,16,7.9,5,*,*,*,*,,
2020,97K771,124,*,*,*,5,9.1,8.9,31,10.2,9.5,*,*,*,10,6.2,8.6,73,11,9.8,*,*,*,*,,
2020,97K811,64,*,*,*,9,10.7,8.9,17,8.2,8.1,*,*,*,5,5.9,6,31,11,9,*,*,*,*,,
2020,97M035,59,*,*,*,*,,,8,13,7.6,*,*,*,10,9.6,6,36,10,6.6,*,*,*,*,,
2020,97M079,57,*,*,*,*,,,20,9,7.2,*,*,*,7,8.3,8,24,10.5,6.9,*,*,*,*,,
2020,97M094,114,*,*,*,10,7.6,3.9,15,10,7.9,*,*,*,17,6.4,5.7,64,7.3,5.8,*,*,*,7,6.1,5.3
2020,97M138,155,*,*,*,16,11.1,6.6,19,12.2,9.9,*,*,*,24,9,10.1,88,7.4,6.1,*,*,*,*,,
2020,97M169,83,*,*,*,5,7,4.3,7,13.7,13.4,*,*,*,9,7.3,3.3,58,9.8,6.9,*,*,*,*,,
2020,97M226,72,*,*,*,8,8.5,6.2,12,11.4,8.6,*,*,*,9,7.8,7.9,38,7.6,7.1,*,*,*,*,,
2020,97M401,79,*,*,*,*,,,*,,,*,*,*,10,12.9,7.6,59,12.9,7.1,*,*,*,*,,
2020,97M501,262,*,*,*,8,14,6.4,58,18.5,6.8,*,*,*,44,18.2,7.1,143,18.5,9,*,*,*,7,8.9,6
2020,97M721,42,*,*,*,*,,,9,20.7,10.6,*,*,*,5,13.9,10.5,21,11,9.8,*,*,*,*,,
2020,97M751,39,*,*,*,*,,,6,6,4.7,*,*,*,8,3.3,2.1,20,3.6,2.3,*,*,*,*,,
2020,97M811,98,*,*,*,10,3.2,2.2,6,17.9,10.8,*,*,*,13,11.8,9.7,65,7.3,5.9,*,*,*,*,,
2020,97Q004,123,*,*,*,8,13.5,12.2,20,15.5,14.8,*,*,*,14,7.5,7.5,76,10,9.5,*,*,*,5,6.6,6.2
2020,97Q009,135,*,*,*,7,6.7,4.3,26,11.8,11.1,*,*,*,16,7.5,7.8,82,10.9,9.9,*,*,*,*,,
2020,97Q023,63,*,*,*,*,,,22,10.8,10.6,*,*,*,*,,,34,14.7,11.2,*,*,*,*,,
2020,97Q075,130,*,*,*,*,,,24,9.8,9.9,*,*,*,17,6.1,7.4,76,9.8,9.5,*,*,*,11,9.2,8
2020,97Q177,115,*,*,*,12,11.5,12.9,*,,,*,*,*,*,,,95,15.8,15.7,*,*,*,*,,
2020,97Q224,100,*,*,*,*,,,*,,,*,*,*,9,10,12.6,81,12,10.7,*,*,*,5,11.8,8.8
2020,97Q233,125,*,*,*,6,16.6,17.3,18,14.7,12.1,*,*,*,8,10,9.6,89,8.1,6.9,*,*,*,*,,
2020,97Q255,128,*,*,*,9,9.7,7.6,7,13.8,11.8,*,*,*,19,12.8,13.5,89,9.2,8.7,*,*,*,*,,
2020,97Q256,132,*,*,*,*,,,9,14.9,11.8,*,*,*,9,12.8,7.8,108,11,8.3,*,*,*,*,,
2020,97Q277,136,*,*,*,16,3.7,2.5,8,3.2,2.5,*,*,*,26,4.5,3.6,82,4.8,2.8,*,*,*,*,,
2020,97Q721,94,*,*,*,10,12.5,8.8,9,10.5,8.1,*,*,*,18,9.1,7.7,51,10.1,7.9,*,*,*,6,5,4.2
2020,97Q752,83,*,*,*,*,,,33,8.5,7.1,*,*,*,12,7,7.2,34,11,7.7,*,*,*,*,,
2020,97Q811,93,*,*,*,9,13,9.4,5,7,6,*,*,*,12,9.9,8.8,65,10.7,7,*,*,*,*,,
2020,97Q993,138,*,*,*,12,6.4,6.2,14,10.3,11,*,*,*,13,9.9,7.3,93,12.3,9.3,*,*,*,6,7.7,4.8
2020,97R025,112,*,*,*,6,8.4,6.9,*,,,*,*,*,8,4.9,2.1,91,11.5,8.9,*,*,*,*,,
2020,97R037,129,*,*,*,*,,,*,,,*,*,*,8,13,8.6,107,10.2,9.6,*,*,*,7,5.2,3.9
2020,97R373,156,*,*,*,6,12.1,8.6,5,7.4,14.5,*,*,*,12,5.3,7.1,130,8.6,8.2,*,*,*,*,,
2020,97R721,99,*,*,*,*,,,*,,,*,*,*,7,6.1,8,84,9.4,8.8,*,*,*,*,,
2020,97X010,138,*,*,*,9,5.3,5.3,20,12,11.1,*,*,*,46,8.4,9.3,58,7.7,6.8,*,*,*,*,,
2020,97X012,64,*,*,*,9,6.8,5.2,19,11.2,6.9,*,*,*,12,9.7,8,20,9.1,6,*,*,*,*,,
2020,97X017,128,*,*,*,7,10.3,8.8,39,7.2,7.6,*,*,*,35,5.3,6,44,7.6,6.5,*,*,*,*,,
2020,97X168,121,*,*,*,6,13.2,15.7,26,9,9.1,*,*,*,46,8.2,8.6,42,10.1,8.2,*,*,*,*,,
2020,97X176,131,*,*,*,*,,,23,7.1,5.4,*,*,*,28,4.9,6.4,69,11.2,9.7,*,*,*,8,5.8,3.2
2020,97X186,155,*,*,*,8,6.7,5.8,38,8.7,6.2,*,*,*,35,6.8,5.9,66,9.2,8,*,*,*,6,3.9,3.6
2020,97X188,122,*,*,*,5,10.1,9.7,51,10.7,8.6,*,*,*,32,9.4,7.9,31,12,11.1,*,*,*,*,,
