School Information,,,,Active Staff,,,Teachers,,,,,
DBN,Location Code,Location Name,Location Category,Leadership,Teachers,Other Staff,Male,,,Female,,
,,,,,,,Count,Average Years in Title,Average Years at School,Count,Average Years in Title,Average Years at School
77Q501,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,HIGH SCHOOL,5,56,13,31,13.9,8.6,25,13.6,8.7
77Q502,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,HIGH SCHOOL,4,60,18,30,13.6,9.6,30,15.8,9.4
77Q505,Q505,HILLCREST HIGH SCHOOL,HIGH SCHOOL,12,163,44,63,14.8,11.6,100,13.1,10.0
77Q520,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,HIGH SCHOOL,3,25,8,13,16.0,13.6,12,13.5,9.6
77Q525,Q525,TOWNSEND HARRIS HIGH SCHOOL,HIGH SCHOOL,6,79,19,34,14.6,8.9,45,12.9,8.9
77Q530,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,HIGH SCHOOL,3,29,4,12,10.6,7.8,17,16.6,12.3
77Q540,Q540,QUEENS ACADEMY HIGH SCHOOL,HIGH SCHOOL,3,23,5,13,10.7,6.4,10,7.7,4.0
77Q550,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,HIGH SCHOOL,5,46,12,28,13.1,9.8,18,14.7,10.7
77Q555,Q555,NEWCOMERS HIGH SCHOOL,HIGH SCHOOL,4,47,10,13,16.5,12.7,34,16.8,11.6
77Q560,Q560,ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AN,SECONDARY SCHOOL,3,42,14,21,11.6,8.4,21,12.6,9.7
77Q566,Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBERAL ARTS AND T,HIGH SCHOOL,5,66,13,18,11.6,7.7,48,12.9,9.6
77Q575,Q575,ACADEMY OF AMERICAN STUDIES,HIGH SCHOOL,6,66,15,16,14.2,10.4,50,10.0,5.9
77Q580,Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,SECONDARY SCHOOL,3,36,2,20,14.1,10.6,16,13.6,6.9
77Q585,Q585,MASPETH HIGH SCHOOL,HIGH SCHOOL,4,72,11,34,8.6,3.8,38,4.7,3.2
77Q600,Q600,QUEENS TECHNICAL HIGH SCHOOL,HIGH SCHOOL,6,104,21,50,11.7,10.1,54,11.1,9.3
77Q610,Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,HIGH SCHOOL,8,128,22,71,14.2,13.9,57,13.8,11.8
77Q620,Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,HIGH SCHOOL,11,126,38,51,13.9,10.0,75,10.8,8.3
77Q650,Q650,HIGH SCHOOL FOR CONSTRUCTION TRADES  ENGINEERING A,HIGH SCHOOL,4,69,13,34,12.8,6.6,35,9.9,5.8
77Q670,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,HIGH SCHOOL,4,41,8,22,16.7,12.2,19,13.8,9.0
77Q680,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,SECONDARY SCHOOL,3,41,9,17,14.0,9.0,24,10.3,6.5
77Q686,Q686,QUEENS METROPOLITAN HIGH SCHOOL,HIGH SCHOOL,5,65,20,29,12.9,7.4,36,11.2,7.2
77Q687,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,HIGH SCHOOL,3,26,7,12,8.9,6.6,14,12.6,7.2
77Q690,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,HIGH SCHOOL,3,26,7,8,14.9,10.3,18,11.3,6.9
77Q744,Q744,VOYAGES PREPARATORY,HIGH SCHOOL,2,18,3,9,12.7,9.4,9,12.3,5.0
77Q792,Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,HIGH SCHOOL,2,13,3,*,,,*,,
77Q896,Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,SECONDARY SCHOOL,3,34,4,9,9.8,5.3,25,13.4,7.9
81R080,R080,THE MICHAEL J. PETRIDES SCHOOL,K-12 ALL GRADES,4,100,75,28,10.9,9.3,72,11.8,10.2
97K004,K004,P.S. K004,ELEMENTARY,6,108,123,15,13.0,8.8,93,9.4,8.6
97K036,K036,P.S. 36,K-12 ALL GRADES,5,111,153,24,12.1,10.3,87,6.8,6.1
97K053,K053,P.S. K053,K-12 ALL GRADES,5,98,136,22,12.1,11.5,76,8.5,8.3
97K077,K077,P.S. K077,K-12 ALL GRADES,4,80,105,14,9.7,7.3,66,7.2,6.8
97K140,K140,P.S. K140,K-8,5,85,122,20,8.3,5.5,65,9.7,7.0
97K141,K141,P.S. K141,K-12 ALL GRADES,5,98,122,15,9.8,5.9,83,8.5,7.5
97K231,K231,P.S. K231,K-8,5,91,133,24,10.5,9.6,67,10.4,9.2
97K368,K368,P.S. 368,K-12 ALL GRADES,3,66,95,15,12.2,11.2,51,9.4,8.1
97K369,K369,P.S. K369 - COY L. COX SCHOOL,K-12 ALL GRADES,6,125,190,33,11.9,11.1,92,9.3,9.4
97K370,K370,P.S. 370,K-12 ALL GRADES,4,63,91,13,10.4,9.8,50,10.1,8.6
97K371,K371,P.S. 371 - LILLIAN L. RASHKIS,HIGH SCHOOL,3,45,65,17,11.8,10.7,28,11.6,9.8
97K372,K372,P.S. 372 -THE CHILDREN'S SCHOOL,K-8,3,52,70,8,18.7,19.2,44,11.5,10.6
97K373,K373,P.S. 373 - BROOKLYN TRANSITION CENTER,HIGH SCHOOL,4,88,115,30,6.3,6.1,58,6.5,6.1
97K396,K396,SID MILLER ACADEMY,K-8,5,121,213,18,7.2,8.3,103,6.2,5.7
97K721,K721,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,K-12 ALL GRADES,4,91,131,21,10.2,9.6,70,9.4,9.5
97K753,K753,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,HIGH SCHOOL,3,81,81,27,8.4,6.5,54,6.7,5.0
97K771,K771,P.S. K771,K-12 ALL GRADES,6,124,222,22,12.0,9.9,102,11.2,11.0
97K811,K811,P.S. K811 CONNIE LEKAS SCHOOL,SECONDARY SCHOOL,4,64,151,17,12.2,9.9,47,10.1,9.2
97M035,M035,P.S. 035,K-12 ALL GRADES,3,58,41,29,12.1,8.8,29,10.7,7.0
97M079,M079,P.S. M079 - HORAN SCHOOL,SECONDARY SCHOOL,4,52,86,16,7.7,3.8,36,8.2,7.5
97M094,M094,P.S. M094,K-12 ALL GRADES,4,111,168,24,8.8,6.7,87,8.4,7.2
97M138,M138,P.S. 138,K-12 ALL GRADES,7,168,287,25,9.4,8.6,143,8.0,6.9
97M169,M169,P.S. M169 - ROBERT F. KENNEDY,K-12 ALL GRADES,4,82,108,22,12.5,9.0,60,8.5,6.2
97M226,M226,P.S. M226,K-12 ALL GRADES,4,72,101,9,11.2,11.1,63,8.4,7.3
97M401,M401,HOSPITAL SCHOOLS,K-12 ALL GRADES,3,72,22,13,11.3,7.3,59,14.6,9.0
97M501,M501,HOME INSTRUCTION,K-12 ALL GRADES,13,297,13,116,18.1,7.8,181,15.4,6.8
97M721,M721,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,SECONDARY SCHOOL,2,45,80,10,12.5,13.8,35,10.8,8.0
97M751,M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,HIGH SCHOOL,2,40,61,16,4.6,3.6,24,3.8,3.0
97M811,M811,P.S. M811 - MICKEY MANTLE SCHOOL,K-8,5,112,161,17,9.8,8.5,95,7.5,6.3
97Q004,Q004,P.S. Q004,K-8,7,136,157,15,15.2,14.0,121,9.6,8.9
97Q009,Q009,P.S. 009,K-8,6,141,209,26,13.5,12.0,115,9.7,9.3
97Q023,Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,K-12 ALL GRADES,4,63,72,19,15.3,12.8,44,12.7,11.2
97Q075,Q075,ROBERT E. PEARY SCHOOL,K-8,6,144,196,23,13.4,13.9,121,9.2,9.4
97Q177,Q177,P.S. Q177,K-12 ALL GRADES,5,120,191,24,14.1,15.2,96,14.5,14.2
97Q224,Q224,P.S. Q224,K-8,5,99,147,18,8.6,8.5,81,11.9,10.8
97Q233,Q233,P.S. Q233,K-12 ALL GRADES,6,125,190,16,6.2,6.8,109,10.2,8.8
97Q255,Q255,P.S. Q255,K-12 ALL GRADES,5,143,180,17,11.5,10.7,126,9.9,9.3
97Q256,Q256,P.S. Q256,K-12 ALL GRADES,5,130,162,28,12.4,9.7,102,11.9,9.6
97Q277,Q277,THE RIVERVIEW SCHOOL,K-12 ALL GRADES,5,148,211,22,5.3,4.1,126,5.6,4.3
97Q721,Q721,JOHN F. KENNEDY JR. SCHOOL,HIGH SCHOOL,4,85,160,21,12.5,10.1,64,10.2,8.5
97Q752,Q752,QUEENS TRANSITION CENTER,HIGH SCHOOL,4,81,120,20,9.6,9.1,61,10.0,7.8
97Q811,Q811,P.S. Q811,K-12 ALL GRADES,5,108,183,15,12.7,9.3,93,10.5,7.5
97Q993,Q993,P.S. Q993,K-12 ALL GRADES,4,138,298,20,12.8,9.4,118,11.2,9.5
97R025,R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,K-12 ALL GRADES,5,122,210,42,12.8,9.3,80,10.5,7.7
97R037,R037,THE DAVID MARQUIS SCHOOL OF THE ARTS,K-12 ALL GRADES,5,146,270,28,6.8,6.3,118,8.6,7.5
97R373,R373,P.S. R373,K-8,6,149,260,13,12.0,10.7,136,9.0,9.3
97R721,R721,THE RICHARD H. HUNGERFORD SCHOOL,SECONDARY SCHOOL,5,98,238,25,11.2,10.1,73,10.2,9.9
97X010,X010,P.S. X010,K-12 ALL GRADES,7,177,213,19,10.9,11.1,158,7.2,6.6
97X012,X012,P.S. X012 LEWIS AND CLARK SCHOOL,SECONDARY SCHOOL,4,65,88,20,10.7,7.6,45,7.9,6.1
97X017,X017,P.S. X017,K-12 ALL GRADES,5,143,151,26,6.4,6.0,117,6.8,6.5
97X017,X017,P.S. X017,K-8,5,143,151,26,6.4,6.0,117,6.8,6.5
97X168,X168,P.S. 168,K-12 ALL GRADES,7,146,163,27,11.0,11.6,119,8.5,7.7
97X176,X176,P.S. X176,SECONDARY SCHOOL,6,132,194,34,9.6,9.1,98,8.6,7.9
97X186,X186,P186X WALTER J. DAMROSCH SCHOOL,K-12 ALL GRADES,6,151,279,36,9.7,8.2,115,7.0,6.3
97X186,X186,P186X WALTER J. DAMROSCH SCHOOL,K-8,6,151,279,36,9.7,8.2,115,7.0,6.3
97X188,X188,P.S. X188,K-12 ALL GRADES,6,134,136,43,11.4,10.3,91,9.9,9.1
97X352,X352,THE VIDA BOGART SCHOOL FOR ALL CHILDREN,K-8,6,130,163,28,12.0,8.3,102,8.5,7.7
97X469,X469,P469X - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS,K-8,6,134,89,28,5.9,3.1,106,6.0,3.6
97X596,X596,P.S. X596,ELEMENTARY,4,103,167,*,,,*,,
97X721,X721,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,HIGH SCHOOL,5,105,190,32,8.3,7.0,73,8.4,7.4
97X723,X723,P.S. 723,K-12 ALL GRADES,5,111,155,27,7.4,7.3,84,7.2,6.0
97X754,X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,HIGH SCHOOL,5,69,85,25,13.3,9.3,44,10.0,8.3
97X811,X811,P.S. X811,SECONDARY SCHOOL,7,127,243,36,9.6,9.8,91,10.8,9.7
